instrumentation_library,service_name,traceId,spanId,operation,kind,duration,span_status,http.status_code,parent.service_name,parent.operation,parent.kind
io.opentelemetry.rabbitmq-2.7,websocket-service,05fa7383ee851c574d35be119c3d7184,f79654d2d88898be,basic.ack,3,341370,1,,,,
io.opentelemetry.tomcat-10.0,chat-service,4654ce1669ad80905adadee6dd07b9af,4bcd5beb0993bb6a,POST /chat-service/message/text_message,2,67913978,1,200,,,
io.opentelemetry.mongo-3.1,chat-service,4654ce1669ad80905adadee6dd07b9af,814f0670787c0def,insert chatdb.Message,3,42853257,1,,chat-service,POST /chat-service/message/text_message,2.0
io.opentelemetry.java-http-client,chat-service,4654ce1669ad80905adadee6dd07b9af,5ee0c695e2682f76,GET,3,10925644,1,200,chat-service,POST /chat-service/message/text_message,2.0
io.opentelemetry.rabbitmq-2.7,chat-service,4654ce1669ad80905adadee6dd07b9af,3272cb74e76c8000,meetingteam-exchange publish,4,361672,1,,chat-service,POST /chat-service/message/text_message,2.0
io.opentelemetry.rabbitmq-2.7,chat-service,4654ce1669ad80905adadee6dd07b9af,11f3c78d355a1d0f,meetingteam-exchange publish,4,302143,1,,chat-service,POST /chat-service/message/text_message,2.0
io.opentelemetry.hibernate-6.0,user-service,4654ce1669ad80905adadee6dd07b9af,8c9eba23dc3e3b27,SELECT meetingteam.userservice.models.FriendRelation,1,3139833,1,,,,
io.opentelemetry.jdbc,user-service,4654ce1669ad80905adadee6dd07b9af,bafc939cede17f97,SELECT userdb.friend_relation,3,1556801,1,,user-service,SELECT meetingteam.userservice.models.FriendRelation,1.0
io.opentelemetry.spring-data-1.8,user-service,4654ce1669ad80905adadee6dd07b9af,0625c7e3d06503ce,FriendRelationRepository.havingFriend,1,3841012,1,,,,
io.opentelemetry.tomcat-10.0,user-service,4654ce1669ad80905adadee6dd07b9af,7aef60b21e9aec84,GET /user-service/friend/private/is-friend,2,7946011,1,200,chat-service,GET,3.0
io.opentelemetry.rabbitmq-2.7,websocket-service,4654ce1669ad80905adadee6dd07b9af,e8cc97e65cce713c,50b0dc1d-f20f-4adc-b2f3-91efb3b8b849 process,5,135597,1,,chat-service,meetingteam-exchange publish,4.0
io.opentelemetry.spring-rabbit-1.0,websocket-service,4654ce1669ad80905adadee6dd07b9af,0c5adf5db5fe463f,/topic/user.a4e804c8-60a1-7021-21ee-393fdfbe2492 process,5,2064355,1,,chat-service,meetingteam-exchange publish,4.0
io.opentelemetry.rabbitmq-2.7,websocket-service,f1977950003dedbae35fe71e2e49b3c2,b4adce62e8230aea,basic.ack,3,271700,1,,,,
io.opentelemetry.rabbitmq-2.7,websocket-service,d8954c3690e0b1c27b7286ef393ea766,05d1caf4233b3cb8,queue.unbind,3,3179226,1,,,,
io.opentelemetry.tomcat-10.0,websocket-service,af56e4fe2fc1ca5ebd9648253db25ddc,1d3e5f0f4919fe9e,GET /websocket-service/wss/**,2,7098181,1,200,,,
io.opentelemetry.tomcat-10.0,websocket-service,9b8ffd0f5fd1ca621a145ee7aaea414d,1c7104abac08f3a2,GET /websocket-service/wss/**,2,4547303,1,101,,,
io.opentelemetry.tomcat-10.0,chat-service,876484efde6ae7e10e0673edea045ff3,8aa36c7afaaf30c6,GET /chat-service/message/friend/{friendId},2,56111742,1,200,,,
io.opentelemetry.mongo-3.1,chat-service,876484efde6ae7e10e0673edea045ff3,6b597e71a759ff43,find chatdb.Message,3,38143266,1,,chat-service,GET /chat-service/message/friend/{friendId},2.0
io.opentelemetry.java-http-client,chat-service,876484efde6ae7e10e0673edea045ff3,f402c6eb99a64103,GET,3,8939520,1,200,chat-service,GET /chat-service/message/friend/{friendId},2.0
io.opentelemetry.tomcat-10.0,chat-service,c14ff63a75496041d102fdd4f2fbf5dd,047305b0e45ccd1d,GET /chat-service/message/friend/{friendId},2,54089157,1,200,,,
io.opentelemetry.mongo-3.1,chat-service,c14ff63a75496041d102fdd4f2fbf5dd,1e0bef5685088089,find chatdb.Message,3,37691596,1,,chat-service,GET /chat-service/message/friend/{friendId},2.0
io.opentelemetry.java-http-client,chat-service,c14ff63a75496041d102fdd4f2fbf5dd,1d4d2643c521ddcd,GET,3,7736896,1,200,chat-service,GET /chat-service/message/friend/{friendId},2.0
io.opentelemetry.rabbitmq-2.7,websocket-service,d19e61b1814c84083cd817ce9c1d0d4f,9e554c2d3a079449,queue.bind,3,2477780,1,,,,
io.opentelemetry.rabbitmq-2.7,websocket-service,e954e9b3bd25fd6d211664e49f02b079,6e859842a7028191,queue.bind,3,2558280,1,,,,
io.opentelemetry.rabbitmq-2.7,websocket-service,79082c8999bca7d69cb3e17508ea4a80,de7bf52aa98e486e,queue.unbind,3,2091484,1,,,,
io.opentelemetry.tomcat-10.0,websocket-service,2909292a65cab6a898f1ab8ba263d109,dc85913c25ee21d6,GET /websocket-service/wss/**,2,3360799,1,101,,,
io.opentelemetry.tomcat-10.0,websocket-service,b98d0bf9b836eddadd5dfcb6621f7473,a8ded35d40ba25d3,GET /websocket-service/wss/**,2,3767210,1,101,,,
io.opentelemetry.tomcat-10.0,websocket-service,0e7850210f1b392170ba81bcdafd9d31,39a141cb646af6e3,GET /websocket-service/wss/**,2,3728898,1,200,,,
io.opentelemetry.rabbitmq-2.7,websocket-service,31cdecf1fef8bdd995c95ab2fdae611a,f6e0a84b1bdcc16a,queue.unbind,3,1630119,1,,,,
io.opentelemetry.tomcat-10.0,chat-service,3cf4518e58158e8d4c1fc983131d453b,2b9c3e587a0f4ab7,GET /chat-service/message/friend/{friendId},2,64745954,1,200,,,
io.opentelemetry.mongo-3.1,chat-service,3cf4518e58158e8d4c1fc983131d453b,a409b3942111d59e,find chatdb.Message,3,47219625,1,,chat-service,GET /chat-service/message/friend/{friendId},2.0
io.opentelemetry.java-http-client,chat-service,3cf4518e58158e8d4c1fc983131d453b,804eee63ad061f1b,GET,3,6411657,1,200,chat-service,GET /chat-service/message/friend/{friendId},2.0
io.opentelemetry.tomcat-10.0,chat-service,e9256da4665cdb22540636e1a56a7451,8658e0bee0c28a6e,GET /chat-service/message/friend/{friendId},2,59036858,1,200,,,
io.opentelemetry.mongo-3.1,chat-service,e9256da4665cdb22540636e1a56a7451,d17d8f334fe790e4,find chatdb.Message,3,39353174,1,,chat-service,GET /chat-service/message/friend/{friendId},2.0
io.opentelemetry.java-http-client,chat-service,e9256da4665cdb22540636e1a56a7451,c7dddcfc2bf76e5c,GET,3,9434843,1,200,chat-service,GET /chat-service/message/friend/{friendId},2.0
io.opentelemetry.rabbitmq-2.7,websocket-service,ae37f856673d1b30b42067e49192b0bb,5a7ba3ef620aec29,queue.bind,3,2593348,1,,,,
io.opentelemetry.hibernate-6.0,user-service,1b8c3797613568e2cdf6f1fb4b216e6b,7e8d410984feef74,SELECT meetingteam.userservice.models.FriendRelation,1,2248808,1,,,,
io.opentelemetry.jdbc,user-service,1b8c3797613568e2cdf6f1fb4b216e6b,4b85a95e4bf7ec91,SELECT userdb.friend_relation,3,829298,1,,user-service,SELECT meetingteam.userservice.models.FriendRelation,1.0
io.opentelemetry.spring-data-1.8,user-service,1b8c3797613568e2cdf6f1fb4b216e6b,148d56cf4b65dfb4,FriendRelationRepository.havingFriend,1,2598296,1,,,,
io.opentelemetry.tomcat-10.0,user-service,1b8c3797613568e2cdf6f1fb4b216e6b,ab7dc4f144f37e7e,GET /user-service/friend/private/is-friend,2,6105663,1,200,,,
io.opentelemetry.tomcat-10.0,chat-service,fa661cd4bb70090df2b0568af203f638,18b5a1d6fca46938,PUT /chat-service/message/reaction,2,100223097,1,200,,,
io.opentelemetry.mongo-3.1,chat-service,fa661cd4bb70090df2b0568af203f638,c210a5b82eee7dc7,find chatdb.Message,3,38754189,1,,chat-service,PUT /chat-service/message/reaction,2.0
io.opentelemetry.mongo-3.1,chat-service,fa661cd4bb70090df2b0568af203f638,40b2f2670d7594ab,update chatdb.Message,3,47136923,1,,chat-service,PUT /chat-service/message/reaction,2.0
io.opentelemetry.rabbitmq-2.7,chat-service,fa661cd4bb70090df2b0568af203f638,15dc77c3dc2c1ad6,meetingteam-exchange publish,4,379696,1,,chat-service,PUT /chat-service/message/reaction,2.0
io.opentelemetry.rabbitmq-2.7,chat-service,fa661cd4bb70090df2b0568af203f638,c3929c37d72d6ba2,meetingteam-exchange publish,4,281139,1,,chat-service,PUT /chat-service/message/reaction,2.0
io.opentelemetry.rabbitmq-2.7,websocket-service,fa661cd4bb70090df2b0568af203f638,4ece419647125ce5,50b0dc1d-f20f-4adc-b2f3-91efb3b8b849 process,5,146397,1,,chat-service,meetingteam-exchange publish,4.0
io.opentelemetry.spring-rabbit-1.0,websocket-service,fa661cd4bb70090df2b0568af203f638,3c21dc1e23514107,/topic/user.a4e804c8-60a1-7021-21ee-393fdfbe2492 process,5,6301476,1,,chat-service,meetingteam-exchange publish,4.0
io.opentelemetry.rabbitmq-2.7,websocket-service,fa5a4cdd3b4af332d6b3443183d48a7f,fd89f3fa525052ab,basic.ack,3,171228,1,,,,
io.opentelemetry.tomcat-10.0,chat-service,1d209ee11e58fb6baa1d87e71339b14d,8cfb036a4025e8ec,POST /chat-service/media-file,2,1846810950,1,200,,,
io.opentelemetry.mongo-3.1,chat-service,1d209ee11e58fb6baa1d87e71339b14d,1d44a7336d6cd009,insert chatdb.Message,3,40831177,1,,chat-service,POST /chat-service/media-file,2.0
io.opentelemetry.java-http-client,chat-service,1d209ee11e58fb6baa1d87e71339b14d,d5484aa2f048779b,GET,3,9596774,1,200,chat-service,POST /chat-service/media-file,2.0
io.opentelemetry.aws-sdk-2.2,chat-service,1d209ee11e58fb6baa1d87e71339b14d,1c7152a82834bc3b,S3.PutObjectTagging,3,1696535289,1,200,chat-service,POST /chat-service/media-file,2.0
io.opentelemetry.rabbitmq-2.7,chat-service,1d209ee11e58fb6baa1d87e71339b14d,b571945a8f8efd17,meetingteam-exchange publish,4,352508,1,,chat-service,POST /chat-service/media-file,2.0
io.opentelemetry.rabbitmq-2.7,chat-service,1d209ee11e58fb6baa1d87e71339b14d,36246ed1c2af6c33,meetingteam-exchange publish,4,206823,1,,chat-service,POST /chat-service/media-file,2.0
io.opentelemetry.hibernate-6.0,user-service,1d209ee11e58fb6baa1d87e71339b14d,5ef555f99ec9800d,SELECT meetingteam.userservice.models.FriendRelation,1,2520949,1,,,,
io.opentelemetry.jdbc,user-service,1d209ee11e58fb6baa1d87e71339b14d,e0d5a4073c67b924,SELECT userdb.friend_relation,3,808151,1,,user-service,SELECT meetingteam.userservice.models.FriendRelation,1.0
io.opentelemetry.spring-data-1.8,user-service,1d209ee11e58fb6baa1d87e71339b14d,402566d58a941db0,FriendRelationRepository.havingFriend,1,3035109,1,,,,
io.opentelemetry.tomcat-10.0,user-service,1d209ee11e58fb6baa1d87e71339b14d,0fe25adb97e9451c,GET /user-service/friend/private/is-friend,2,6130334,1,200,chat-service,GET,3.0
io.opentelemetry.rabbitmq-2.7,websocket-service,1d209ee11e58fb6baa1d87e71339b14d,d2e6261890792f07,50b0dc1d-f20f-4adc-b2f3-91efb3b8b849 process,5,356056,1,,chat-service,meetingteam-exchange publish,4.0
io.opentelemetry.spring-rabbit-1.0,websocket-service,1d209ee11e58fb6baa1d87e71339b14d,baaf21605bab4dd4,/topic/user.a4e804c8-60a1-7021-21ee-393fdfbe2492 process,5,1146606,1,,chat-service,meetingteam-exchange publish,4.0
io.opentelemetry.tomcat-10.0,chat-service,c20d291d3ec81e92a75c89ff0dfab6d8,cccff4cd5820c483,OPTIONS /chat-service/media-file,2,3244626,1,200,,,
io.opentelemetry.rabbitmq-2.7,websocket-service,4276909c5b1699c7f5c89d96a5bd9928,c7dc5ffcddc21360,basic.ack,3,129360,1,,,,
io.opentelemetry.tomcat-10.0,chat-service,0e9b38911c949556e417ffff2c008024,00f048955a979370,PUT /chat-service/message/reaction,2,98511948,1,200,,,
io.opentelemetry.mongo-3.1,chat-service,0e9b38911c949556e417ffff2c008024,e99b82b711af48df,find chatdb.Message,3,39656971,1,,chat-service,PUT /chat-service/message/reaction,2.0
io.opentelemetry.mongo-3.1,chat-service,0e9b38911c949556e417ffff2c008024,bbaa2ed3c8f5406c,update chatdb.Message,3,43898542,1,,chat-service,PUT /chat-service/message/reaction,2.0
io.opentelemetry.rabbitmq-2.7,chat-service,0e9b38911c949556e417ffff2c008024,6489ab940473e99a,meetingteam-exchange publish,4,395815,1,,chat-service,PUT /chat-service/message/reaction,2.0
io.opentelemetry.rabbitmq-2.7,chat-service,0e9b38911c949556e417ffff2c008024,2ce10cd376d7feb8,meetingteam-exchange publish,4,283396,1,,chat-service,PUT /chat-service/message/reaction,2.0
io.opentelemetry.rabbitmq-2.7,websocket-service,0e9b38911c949556e417ffff2c008024,b857dd8d4e1ed386,50b0dc1d-f20f-4adc-b2f3-91efb3b8b849 process,5,126202,1,,chat-service,meetingteam-exchange publish,4.0
io.opentelemetry.spring-rabbit-1.0,websocket-service,0e9b38911c949556e417ffff2c008024,97b5286f192e1e13,/topic/user.a4e804c8-60a1-7021-21ee-393fdfbe2492 process,5,1752313,1,,chat-service,meetingteam-exchange publish,4.0
io.opentelemetry.rabbitmq-2.7,websocket-service,6a2f9a1106aadad8a8102fa4f5a7d84d,66f052b7b2afcfa8,basic.ack,3,290748,1,,,,
io.opentelemetry.hibernate-6.0,user-service,fb83b2f829ba546dc2aad7e2037e2f17,976faef88580c858,SELECT meetingteam.userservice.models.FriendRequest,1,11398218,1,,,,
io.opentelemetry.jdbc,user-service,fb83b2f829ba546dc2aad7e2037e2f17,c23f52bca9adeae5,SELECT userdb.friend_request,3,2510710,1,,user-service,SELECT meetingteam.userservice.models.FriendRequest,1.0
io.opentelemetry.spring-data-1.8,user-service,fb83b2f829ba546dc2aad7e2037e2f17,5614dc9d5803431b,FriendRequestRepository.getReceivedRequests,1,12851532,1,,,,
io.opentelemetry.tomcat-10.0,user-service,fb83b2f829ba546dc2aad7e2037e2f17,625ba542eb957c16,GET /user-service/friend-request/received-requests,2,24101775,1,200,,,
io.opentelemetry.tomcat-10.0,user-service,e7a27ec4d10d2c260bf018ba6a37c067,d4361b7778309230,OPTIONS /user-service/friend-request/received-requests,2,2590539,1,200,,,
io.opentelemetry.tomcat-10.0,meeting-service,a88332ebe1359c824df9aaa592cbdee3,32fc396d7d0efa0f,OPTIONS /meeting-service/calendar/week/{week},2,3418243,1,200,,,
io.opentelemetry.tomcat-10.0,meeting-service,79a20f80f1ee8ff3ce5543ed6b21dea3,a180134e76835a22,OPTIONS /meeting-service/calendar/week/{week},2,4659188,1,200,,,
io.opentelemetry.hibernate-6.0,user-service,3e07a7132dcedeedc0506197632fa57e,a132ce75b49a747c,SELECT meetingteam.userservice.models.FriendRequest,1,2173736,1,,,,
io.opentelemetry.jdbc,user-service,3e07a7132dcedeedc0506197632fa57e,d41e962515fe5cc3,SELECT userdb.friend_request,3,948451,1,,user-service,SELECT meetingteam.userservice.models.FriendRequest,1.0
io.opentelemetry.spring-data-1.8,user-service,3e07a7132dcedeedc0506197632fa57e,33e02a4f703ea627,FriendRequestRepository.getReceivedRequests,1,2535155,1,,,,
io.opentelemetry.tomcat-10.0,user-service,3e07a7132dcedeedc0506197632fa57e,6f59cedcc4b90e3e,GET /user-service/friend-request/received-requests,2,7065679,1,200,,,
io.opentelemetry.tomcat-10.0,chat-service,8c662f482780ac06d2283abde8ac74d5,6be8f5f94a21103f,POST /chat-service/media-file/presigned-url,2,7260642,1,200,,,
io.opentelemetry.tomcat-10.0,user-service,bb8b97ae36521fc1e2b5a4aa3df6feb7,3cd55fb6a40959cc,OPTIONS /user-service/user,2,4601415,1,200,,,
io.opentelemetry.rabbitmq-2.7,user-service,9422a52109e474a435d39428045b1846,40e54baae1ca6889,meetingteam-exchange publish,4,2882528,1,,,,
io.opentelemetry.hibernate-6.0,user-service,9422a52109e474a435d39428045b1846,036bffdf33aba0be,Session.find meetingteam.userservice.models.User,1,1692753,1,,,,
io.opentelemetry.hibernate-6.0,user-service,9422a52109e474a435d39428045b1846,d8be73c4da882d1b,Transaction.commit,1,1416932,1,,,,
io.opentelemetry.hibernate-6.0,user-service,9422a52109e474a435d39428045b1846,5e843a95a1b4b3fc,Session.merge meetingteam.userservice.models.User,1,5572642,1,,,,
io.opentelemetry.hibernate-6.0,user-service,9422a52109e474a435d39428045b1846,46deb46d8b82ebb4,Transaction.commit,1,33008198,1,,,,
io.opentelemetry.hibernate-6.0,user-service,9422a52109e474a435d39428045b1846,65ceff5827cf5832,SELECT,1,4424977,1,,,,
io.opentelemetry.aws-sdk-2.2,user-service,9422a52109e474a435d39428045b1846,dbb69812779652a4,S3.PutObjectTagging,3,1355813087,1,200,,,
io.opentelemetry.aws-sdk-2.2,user-service,9422a52109e474a435d39428045b1846,780d6fbd428b9429,S3.DeleteObject,3,309742794,1,204,,,
io.opentelemetry.jdbc,user-service,9422a52109e474a435d39428045b1846,59a0736b83e91e59,SELECT userdb.user,3,706369,1,,user-service,Session.find meetingteam.userservice.models.User,1.0
io.opentelemetry.jdbc,user-service,9422a52109e474a435d39428045b1846,b7022e159afb5b22,UPDATE userdb.user,3,5377470,1,,user-service,Transaction.commit,1.0
io.opentelemetry.jdbc,user-service,9422a52109e474a435d39428045b1846,f117816ae7d5d57e,SELECT userdb,3,936679,1,,user-service,SELECT,1.0
io.opentelemetry.spring-data-1.8,user-service,9422a52109e474a435d39428045b1846,2856f1145ea5f4dd,UserRepository.findById,1,5913057,1,,,,
io.opentelemetry.spring-data-1.8,user-service,9422a52109e474a435d39428045b1846,39ceedd9182c3a9e,UserRepository.save,1,43037479,1,,,,
io.opentelemetry.spring-data-1.8,user-service,9422a52109e474a435d39428045b1846,0017f1d6121bea56,FriendRelationRepository.getFriendsIds,1,5558685,1,,,,
io.opentelemetry.tomcat-10.0,user-service,9422a52109e474a435d39428045b1846,f8173791300392ac,PATCH /user-service/user,2,2054114081,1,200,,,
io.opentelemetry.tomcat-10.0,chat-service,eea6ea78c1082123dc1a89ef984407c5,00178eaa577937e3,POST /chat-service/media-file/presigned-url,2,51657400,1,200,,,
io.opentelemetry.hibernate-6.0,user-service,be68eee1d45a9fd18c42c9c2137256b1,45b983e9348993da,Session.find meetingteam.userservice.models.User,1,1469458,1,,,,
io.opentelemetry.hibernate-6.0,user-service,be68eee1d45a9fd18c42c9c2137256b1,3e76683f540dad85,Transaction.commit,1,589807,1,,,,
io.opentelemetry.jdbc,user-service,be68eee1d45a9fd18c42c9c2137256b1,92ad6a69d9738b0d,SELECT userdb.user,3,594056,1,,user-service,Session.find meetingteam.userservice.models.User,1.0
io.opentelemetry.spring-data-1.8,user-service,be68eee1d45a9fd18c42c9c2137256b1,c7f5a985b6d01a7e,UserRepository.findById,1,4019887,1,,,,
io.opentelemetry.hibernate-6.0,user-service,759d6715ffb4c71c32bc7afa9c92dc7e,2f645a0b802b1d65,Session.find meetingteam.userservice.models.User,1,1418020,1,,,,
io.opentelemetry.hibernate-6.0,user-service,759d6715ffb4c71c32bc7afa9c92dc7e,9b910cc0821fcca0,Transaction.commit,1,524372,1,,,,
io.opentelemetry.aws-sdk-2.2,user-service,759d6715ffb4c71c32bc7afa9c92dc7e,257849221475f9b4,S3.PutObjectTagging,3,1189586543,1,200,,,
io.opentelemetry.jdbc,user-service,759d6715ffb4c71c32bc7afa9c92dc7e,9c06027ceb4231d7,SELECT userdb.user,3,516003,1,,user-service,Session.find meetingteam.userservice.models.User,1.0
io.opentelemetry.spring-data-1.8,user-service,759d6715ffb4c71c32bc7afa9c92dc7e,0a2de50cb30bd183,UserRepository.findById,1,3671278,1,,,,
io.opentelemetry.rabbitmq-2.7,user-service,be68eee1d45a9fd18c42c9c2137256b1,2b38a15774da7bb1,meetingteam-exchange publish,4,197740,1,,,,
io.opentelemetry.aws-sdk-2.2,user-service,be68eee1d45a9fd18c42c9c2137256b1,8785b8afbf1efb87,S3.PutObjectTagging,3,1144048289,1,200,,,
io.opentelemetry.aws-sdk-2.2,user-service,be68eee1d45a9fd18c42c9c2137256b1,ea73f37a2a741c48,S3.DeleteObject,3,287781562,1,204,,,
io.opentelemetry.hibernate-6.0,user-service,be68eee1d45a9fd18c42c9c2137256b1,d73714f124709d52,Session.merge meetingteam.userservice.models.User,1,114936,1,,,,
io.opentelemetry.hibernate-6.0,user-service,be68eee1d45a9fd18c42c9c2137256b1,bf928e67e03ac337,Transaction.commit,1,8255088,1,,,,
io.opentelemetry.hibernate-6.0,user-service,be68eee1d45a9fd18c42c9c2137256b1,3d2360bae2c90814,SELECT,1,1334261,1,,,,
